,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
36,Issues,Nervous System,Julia Michaels,2017-07-28,176320,0,0.706,0.413,0.706,0.427,0.0,0.0609,-6.864,0.0879,113.804,4
37,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,2016-12-09,245200,3,0.735,0.0631,0.735,0.451,1.3e-05,0.325,-8.374,0.0585,117.973,4
38,Say You Won't Let Go,Back from the Edge,James Arthur,2016-10-28,211466,86,0.358,0.695,0.358,0.557,0.0,0.0902,-7.398,0.059,85.043,4
39,Your Song,Your Song,Rita Ora,2017-05-25,180757,71,0.855,0.158,0.855,0.624,0.0,0.0513,-4.093,0.0488,117.959,4
40,Happier,÷ (Deluxe),Ed Sheeran,2017-03-03,207520,83,0.522,0.536,0.522,0.385,0.0,0.135,-7.355,0.0288,89.792,4
41,Havana,Havana,Camila Cabello,2017-08-03,216896,5,0.768,0.186,0.768,0.517,3.8e-05,0.104,-4.323,0.0312,104.992,4
42,rockstar,rockstar,Post Malone,2017-09-15,218320,3,0.577,0.13,0.577,0.522,9.03e-05,0.142,-6.594,0.0984,159.772,4
43,2U (feat. Justin Bieber),2U (feat. Justin Bieber),David Guetta,2017-06-09,194896,71,0.548,0.219,0.548,0.65,0.0,0.225,-5.827,0.0591,144.937,4
44,Came Here for Love,Came Here for Love,Sigala,2017-06-09,202999,70,0.708,0.0313,0.708,0.868,0.0,0.122,-3.287,0.0431,124.994,4
45,iSpy (feat. Lil Yachty),iSpy (feat. Lil Yachty),KYLE,2016-12-02,253106,77,0.746,0.378,0.746,0.653,0.0,0.229,-6.745,0.289,75.016,4
46,Location,American Teen,Khalid,2017-04-27,219080,82,0.736,0.33,0.736,0.449,0.000162,0.0898,-11.462,0.425,80.126,4
47,goosebumps,Birds In The Trap Sing McKnight,Travis Scott,2016-09-16,243836,91,0.841,0.0847,0.841,0.728,0.0,0.149,-3.37,0.0484,130.049,4
48,Bounce Back,I Decided.,Big Sean,2017-02-03,222360,75,0.78,0.106,0.78,0.575,0.0,0.129,-5.628,0.139,81.502,4
49,Redbone,"""Awaken, My Love!""",Childish Gambino,2016-12-02,326933,5,0.745,0.172,0.745,0.356,0.00943,0.123,-10.425,0.0941,160.033,4
50,Believer,Evolve,Imagine Dragons,2017-06-23,204346,3,0.779,0.0524,0.779,0.787,0.0,0.14,-4.305,0.108,124.982,4
51,T-Shirt,Culture,Migos,2017-01-27,242407,70,0.865,0.242,0.865,0.687,0.0,0.158,-3.744,0.217,139.023,4
52,Bank Account,Issa Album,21 Savage,2017-09-23,220306,80,0.884,0.0151,0.884,0.346,7.04e-06,0.0871,-8.228,0.351,75.016,4
53,LOVE. FEAT. ZACARI.,DAMN.,Kendrick Lamar,2017-04-14,213400,80,0.8,0.264,0.8,0.585,0.0,0.153,-7.343,0.0924,126.058,4
54,Young Dumb & Broke,American Teen,Khalid,2017-04-27,202546,83,0.798,0.199,0.798,0.539,1.66e-05,0.165,-6.351,0.0421,136.949,4
55,Closer,Closer,The Chainsmokers,2016-07-29,244960,86,0.748,0.414,0.748,0.524,0.0,0.111,-5.599,0.0338,95.01,4
56,Slippery (feat. Gucci Mane),Culture,Migos,2017-01-27,304041,75,0.92,0.307,0.92,0.674,0.0,0.104,-5.662,0.264,141.967,4
57,Swang,SremmLife 2 (Deluxe),Rae Sremmurd,2016-08-12,208120,74,0.681,0.2,0.681,0.314,9.82e-06,0.1,-9.319,0.0581,139.992,4
58,BUTTERFLY EFFECT,BUTTERFLY EFFECT,Travis Scott,2017-05-18,190677,3,0.763,0.0714,0.763,0.598,0.0,0.112,-6.865,0.0539,140.987,4
59,Caroline,Good For You,Aminé,2017-07-28,209640,78,0.94,0.17,0.94,0.335,0.0,0.262,-10.179,0.505,120.04,4
60,Magnolia,Playboi Carti,Playboi Carti,2017-04-14,181812,77,0.791,0.0114,0.791,0.582,0.0,0.35,-7.323,0.286,162.991,4
61,Bodak Yellow,Bodak Yellow,Cardi B,2017-06-16,223962,68,0.929,0.0672,0.929,0.723,0.0,0.346,-5.792,0.109,125.022,4
62,Broccoli (feat. Lil Yachty),Big Baby DRAM,Shelley FKA DRAM,2016-10-21,225205,70,0.886,0.236,0.886,0.525,0.0,0.057,-7.39,0.131,145.99,4
63,Thunder,Evolve,Imagine Dragons,2017-06-23,187146,5,0.6,0.00683,0.6,0.81,0.21,0.155,-4.749,0.0479,167.88,4
64,Sorry Not Sorry,Tell Me You Love Me (Deluxe),Demi Lovato,2017-09-29,203760,2,0.704,0.0214,0.704,0.633,0.0,0.29,-6.923,0.241,144.021,4
65,Now Or Never,hopeless fountain kingdom (Deluxe),Halsey,2017-06-02,214801,70,0.67,0.107,0.67,0.585,1.11e-06,0.131,-4.861,0.0354,110.03,4
66,Black Beatles,SremmLife 2 (Deluxe),Rae Sremmurd,2016-08-12,291893,76,0.794,0.142,0.794,0.632,0.0,0.128,-6.163,0.0649,145.926,4
67,I Fall Apart,Stoney (Deluxe),Post Malone,2016-12-09,223346,84,0.556,0.0689,0.556,0.538,0.0,0.196,-5.408,0.0382,143.95,4
68,One Dance,Views,Drake,2016-05-06,173986,5,0.791,0.00784,0.791,0.619,0.00423,0.351,-5.886,0.0532,103.989,4
69,Feel It Still,Woodstock,Portugal. The Man,2017-06-16,163253,81,0.801,0.0417,0.801,0.795,0.000113,0.0717,-5.115,0.0504,79.028,4
70,ELEMENT.,DAMN.,Kendrick Lamar,2017-04-14,208733,72,0.748,0.204,0.748,0.705,0.0,0.246,-4.547,0.485,189.891,4
71,24K Magic,24K Magic,Bruno Mars,2016-11-17,225983,79,0.818,0.034,0.818,0.803,0.0,0.153,-4.282,0.0797,106.97,4
72,Rolex,Rolex,Ayo & Teo,2017-03-15,238586,74,0.804,0.0837,0.804,0.886,0.0,0.266,-2.512,0.04,144.946,4
73,Love Galore (feat. Travis Scott),Ctrl,SZA,2017-06-09,275080,79,0.795,0.111,0.795,0.594,0.0,0.162,-6.2,0.0747,135.002,4
74,It's A Vibe,Pretty Girls Like Trap Music,2 Chainz,2017-06-16,210200,75,0.822,0.0312,0.822,0.502,0.000887,0.114,-7.38,0.148,73.003,4
75,"How Far I'll Go - From ""Moana""","How Far I'll Go (From ""Moana"")",Alessia Cara,2016-10-28,175517,1,0.314,0.157,0.314,0.555,0.000108,0.067,-9.601,0.37,179.666,4
76,Losin Control,There's Really A Wolf,Russ,2017-05-05,237506,79,0.759,0.515,0.759,0.245,0.000154,0.102,-6.545,0.138,96.992,4
77,do re mi,digital druglord,blackbear,2017-04-21,212027,79,0.745,0.00522,0.745,0.593,5.25e-06,0.123,-6.35,0.0526,111.002,3
78,Weak,The Click,AJR,2017-06-09,201160,1,0.673,0.137,0.673,0.637,0.0,0.184,-4.518,0.0429,123.98,4
79,Silence,Silence,Marshmello,2017-08-11,180822,82,0.52,0.256,0.52,0.761,4.96e-06,0.17,-3.093,0.0853,141.971,4
80,Chill Bill (feat. J. Davi$ & Spooks),Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,2016-06-17,177184,78,0.886,0.0312,0.886,0.427,0.00099,0.0906,-10.028,0.145,108.034,4
81,Love On The Brain,ANTI,Rihanna,2016-01-28,224000,6,0.509,0.0717,0.509,0.637,1.08e-05,0.0789,-4.83,0.0471,172.006,3
82,...Ready For It?,reputation,Taylor Swift,2017-11-10,208186,73,0.613,0.0527,0.613,0.764,0.0,0.197,-6.509,0.136,160.015,4
83,Treat You Better,Illuminate,Shawn Mendes,2017-04-20,187973,83,0.444,0.106,0.444,0.819,0.0,0.107,-4.078,0.341,82.695,4
84,Juju on That Beat (TZ Anthem),Juju on That Beat (TZ Anthem),Zay Hilfigerrr,2016-09-30,144244,63,0.807,0.00381,0.807,0.887,0.0,0.391,-3.892,0.275,160.517,4
85,Rake It Up (feat. Nicki Minaj),I Still Am,Yo Gotti,2017-10-27,276333,71,0.91,0.022,0.91,0.444,0.0,0.137,-8.126,0.344,149.953,4
86,Side To Side,Dangerous Woman,Ariana Grande,2016-05-20,226160,79,0.65,0.0528,0.65,0.736,0.0,0.235,-5.84,0.229,159.173,4
87,Don't Wanna Know (feat. Kendrick Lamar),Red Pill Blues (Deluxe),Maroon 5,2018-06-15,214265,72,0.783,0.343,0.783,0.61,0.0,0.0983,-6.124,0.0696,100.047,4
88,Scars To Your Beautiful,Know-It-All (Deluxe),Alessia Cara,2016-03-11,230226,80,0.319,0.0285,0.319,0.739,0.0,0.111,-5.74,0.272,194.169,4
89,Hurtin' Me,Hurtin' Me,Stefflon Don,2017-08-10,212815,64,0.535,0.102,0.535,0.794,1.52e-05,0.144,-4.933,0.161,203.712,4
90,Man's Not Hot,Man's Not Hot,Big Shaq,2017-09-22,186026,68,0.905,0.111,0.905,0.884,8.31e-05,0.107,-4.076,0.236,135.048,4
91,Look What You Made Me Do,reputation,Taylor Swift,2017-11-10,211853,77,0.766,0.204,0.766,0.709,1.41e-05,0.126,-6.471,0.123,128.07,4
92,Green Light,Melodrama,Lorde,2017-06-16,234652,75,0.594,0.0209,0.594,0.721,8.55e-06,0.0879,-7.812,0.0957,128.942,4
93,Malibu,Younger Now,Miley Cyrus,2017-09-29,231906,79,0.573,0.0767,0.573,0.781,2.64e-05,0.0813,-6.406,0.0555,139.934,4
94,Dusk Till Dawn - Radio Edit,Dusk Till Dawn (Radio Edit),ZAYN,2017-09-07,239000,84,0.258,0.101,0.258,0.437,1.27e-06,0.106,-6.593,0.039,180.043,4
95,No Promises (feat. Demi Lovato),No Promises (feat. Demi Lovato),Cheat Codes,2017-03-31,223503,74,0.741,0.0575,0.741,0.667,0.0,0.106,-5.445,0.134,112.956,4
96,No Lie,Mad Love The Prequel,Sean Paul,2018-06-29,221176,78,0.742,0.0466,0.742,0.882,0.0,0.206,-2.862,0.117,102.04,4
97,I Feel It Coming,Starboy,The Weeknd,2016-11-25,269186,81,0.773,0.428,0.773,0.819,0.0,0.0679,-5.946,0.118,92.987,4
98,I Would Like,So Good,Zara Larsson,2017-03-17,226720,62,0.486,0.0853,0.486,0.713,0.0,0.0839,-3.949,0.0524,121.028,4
99,Sign of the Times,Harry Styles,Harry Styles,2017-05-12,340706,83,0.516,0.0275,0.516,0.595,0.0,0.109,-4.63,0.0313,119.972,4
