"","name","album","artist","release_date","length","popularity","danceability","acousticness","danceability.1","energy","instrumentalness","liveness","loudness","speechiness","tempo","time_signature","tempo_fs"
"645","All In My Head (Flex) (feat. Fetty Wap)","7/27 (Deluxe)","Fifth Harmony","2016-05-27",3.50955,67,0.689,0.023,0.689,0.791,0,0.0526,-5.194,0.053,95.04,4,"moderato"
"666","Hotter Than Hell","Dua Lipa (Deluxe)","Dua Lipa","2017-06-02",3.13261666666667,67,0.532,0.011,0.532,0.868,0,0.0584,-4.23,0.0908,110.127,4,"allegro"
"714","Don't Leave","Don't Leave","Snakehips","2017-01-06",3.57821666666667,67,0.657,0.222,0.657,0.703,0,0.256,-3.402,0.0753,122.381,4,"allegro"
"959","Juicy","Juicy","Doja Cat","2019-08-15",3.37221666666667,67,0.786,0.0856,0.786,0.658,0,0.0689,-2.61,0.0661,170.037,4,"vivace"
"966","On A Roll","On A Roll","Ashley O","2019-06-14",2.57411666666667,67,0.737,0.077,0.737,0.81,0,0.0523,-6.354,0.0896,125.005,4,"allegro"
"980","All Day And Night","All Day And Night (Jax Jones & Martin Solveig Present Europa)","Jax Jones","2019-03-28",2.82171666666667,67,0.585,0.269,0.585,0.782,0,0.156,-4.101,0.0897,121.908,4,"allegro"
"991","Just You and I","What a Time To Be Alive","Tom Walker","2019-03-01",2.91636666666667,67,0.567,0.456,0.567,0.696,0,0.113,-5.416,0.301,92.061,4,"moderato"
"23","If I Die Young","The Band Perry","The Band Perry","2010-06-08",3.71288333333333,66,0.606,0.348,0.606,0.497,0,0.275,-6.611,0.0277,130.739,4,"allegro"
"54","Carry Out (Featuring Justin Timberlake)","Shock Value II","Timbaland","2009-01-01",3.87443333333333,66,0.531,0.114,0.531,0.574,0.0308,0.256,-6.693,0.113,115.68,5,"allegro"
"97","Teenage Dream","Teenage Dream","Katy Perry","2010-08-24",3.79568333333333,66,0.719,0.0162,0.719,0.798,2.34e-06,0.134,-4.582,0.0361,120.011,4,"allegro"
"129","Rocketeer","Free Wired","Far East Movement","2010-01-01",3.52088333333333,66,0.664,0.181,0.664,0.845,0,0.267,-6.115,0.0461,96.005,4,"moderato"
"131","Stereo Love - Radio Edit","Stereo Love","Edward Maya","2010-01-31",3.07621666666667,66,0.799,0.0346,0.799,0.783,0.0186,0.0757,-3.896,0.0322,127.041,4,"allegro"
"135","I Wanna Go","Femme Fatale (Deluxe Version)","Britney Spears","2011-03-28",3.50443333333333,66,0.696,0.00379,0.696,0.546,3.8e-06,0.332,-6.55,0.0414,130.002,4,"allegro"
"139","Just A Kiss","Own The Night","Lady A","2011-09-13",3.64733333333333,66,0.593,0.446,0.593,0.639,0,0.0998,-5.826,0.0307,142.881,4,"allegro"
"144","If I Die Young","The Band Perry","The Band Perry","2010-06-08",3.71288333333333,66,0.606,0.348,0.606,0.497,0,0.275,-6.611,0.0277,130.739,4,"allegro"
"145","Blow","Cannibal (Expanded Edition)","Kesha","2010-11-19",3.66621666666667,66,0.753,0.00334,0.753,0.729,5.66e-05,0.073,-3.862,0.0392,120.013,4,"allegro"
"148","Till the World Ends","Femme Fatale (Deluxe Version)","Britney Spears","2011-03-28",3.96576666666667,66,0.693,0.0228,0.693,0.705,0,0.202,-5.747,0.0665,131.951,4,"allegro"
"199","Sweat - Remix","Sweat (Snoop Dogg Vs. David Guetta) [Remix]","Snoop Dogg","2011-01-01",3.26643333333333,66,0.813,0.0597,0.813,0.732,0.00137,0.0826,-5.636,0.03,130.02,4,"allegro"
"211","Chasing The Sun","The Wanted (Special Edition)","The Wanted","2012-01-01",3.31333333333333,66,0.636,0.242,0.636,0.732,0,0.498,-6.209,0.0962,128.11,4,"allegro"
"228","So Good","Strange Clouds","B.o.B","2012-04-27",3.55421666666667,66,0.66,0.0403,0.66,0.9,0,0.219,-5.02,0.14,85.51,4,"moderato"
"255","Lights - Single Version","Bright Lights (Lights Re-pack / Bonus Version)","Ellie Goulding","2010-01-01",3.51421666666667,66,0.682,0.0297,0.682,0.795,0.0391,0.131,-6.17,0.0367,120.008,4,"allegro"
"257","Live While We're Young","Take Me Home: Yearbook Edition","One Direction","2012-11-09",3.33643333333333,66,0.658,0.0629,0.658,0.837,0,0.0969,-2.063,0.0543,126.015,4,"allegro"
"260","Boyfriend","Believe (Deluxe Edition)","Justin Bieber","2012-06-15",2.85555,66,0.717,0.0358,0.717,0.55,0.00198,0.126,-6.019,0.0519,96.979,4,"moderato"
"265","Turn Up the Music","Fortune (Expanded Edition)","Chris Brown","2012-07-03",3.79955,66,0.594,0.000238,0.594,0.841,2.22e-06,0.156,-5.792,0.102,129.925,4,"allegro"
"273","We'll Be Coming Back (feat. Example)","18 Months","Calvin Harris","2012-10-29",3.906,66,0.596,0.00131,0.596,0.952,0,0.598,-4.364,0.0873,127.945,4,"allegro"
"279","Wings","DNA: The Deluxe Edition","Little Mix","2012-08-24",3.66221666666667,66,0.738,0.000673,0.738,0.875,0.000556,0.285,-3.141,0.127,114.962,4,"allegro"
"283","Turn Me On (feat. Nicki Minaj)","Nothing but the Beat (Ultimate Edition)","David Guetta","2012-12-07",3.328,66,0.704,0.0488,0.704,0.793,0,0.575,-2.266,0.0591,127.96,4,"allegro"
"325","The Fox (What Does the Fox Say?)","The Fox (What Does the Fox Say?)","Ylvis","2013-09-02",3.5618,66,0.703,0.107,0.703,0.867,0,0.119,-4.292,0.0453,128.008,4,"allegro"
"335","Waiting All Night (feat. Ella Eyre)","Home (Deluxe Edition)","Rudimental","2013-02-22",4.87643333333333,66,0.544,0.00264,0.544,0.728,0.00959,0.427,-5.358,0.05,174.983,4,"vivace"
"485","Somebody","Somebody","Natalie La Rose","2014-01-06",3.1651,66,0.83,0.000792,0.83,0.52,1.25e-05,0.0656,-8.714,0.0376,104.99,4,"moderato"
"549","Wish You Were Mine - Radio Edit","Wish You Were Mine","Philip George","2014-12-28",2.95933333333333,66,0.654,0.0126,0.654,0.832,0.0901,0.102,-4.164,0.0293,123.002,4,"allegro"
"572","Somebody","Somebody","Natalie La Rose","2014-01-06",3.1651,66,0.83,0.000792,0.83,0.52,1.25e-05,0.0656,-8.714,0.0376,104.99,4,"moderato"
"614","1955","Drinking From The Sun, Walking Under Stars Restrung","Hilltop Hoods","2016-02-19",3.988,66,0.766,0.719,0.766,0.5,5.91e-06,0.304,-7.558,0.0695,84.044,4,"moderato"
"856","Wait","Red Pill Blues (Deluxe)","Maroon 5","2018-06-15",3.17736666666667,66,0.655,0.0959,0.655,0.603,0,0.107,-5.014,0.0555,126.088,4,"allegro"
"895","Flames","7","David Guetta","2018-09-14",3.24466666666667,66,0.631,0.0817,0.631,0.649,3.8e-06,0.0934,-5.892,0.0385,93.95,4,"moderato"
"8","Misery","Hands All Over (Revised International Standard version)","Maroon 5","2010-06-22",3.60333333333333,65,0.703,0.000315,0.703,0.81,0,0.216,-4.874,0.0424,102.978,4,"moderato"
"27","My First Kiss (feat. Ke$ha)","Streets Of Gold","3OH!3","2010-06-25",3.20733333333333,65,0.682,0.00564,0.682,0.889,0,0.36,-4.166,0.0804,138.021,4,"allegro"
"65","I Like It","Euphoria","Enrique Iglesias","2010-05-03",3.85621666666667,65,0.648,0.021,0.648,0.942,0,0.0594,-2.881,0.0878,129.007,4,"allegro"
"75","If We Ever Meet Again (Featuring Katy Perry)","Shock Value II","Timbaland","2009-01-01",4.87843333333333,65,0.652,0.00481,0.652,0.605,0,0.0605,-7.371,0.0393,126.091,4,"allegro"
"83","Your Song - Bonus Track","Bright Lights (Lights Re-pack / Bonus Version)","Ellie Goulding","2010-01-01",3.1971,65,0.547,0.941,0.547,0.197,0.000756,0.144,-12.002,0.0303,133.85,4,"allegro"
"92","We No Speak Americano - JT Radio Edit","We No Speak Americano (Complete Remixes)","Yolanda Be Cool","2010-07-17",2.62396666666667,65,0.902,0.0725,0.902,0.805,0.082,0.0916,-5.005,0.0464,124.996,4,"allegro"
"130","Roll Up","Rolling Papers","Wiz Khalifa","2011-03-29",3.79621666666667,65,0.523,0.0524,0.523,0.805,0,0.0914,-5.473,0.192,125.358,5,"allegro"
"140","6 Foot 7 Foot","Tha Carter IV (Deluxe)","Lil Wayne","2011-01-01",4.1431,65,0.364,7e-04,0.364,0.752,0,0.318,-5.429,0.304,79.119,4,"andante"
"154","Tonight (I'm Fuckin' You)","Euphoria","Enrique Iglesias","2010-11-22",3.87021666666667,65,0.648,0.0294,0.648,0.89,3.58e-06,0.116,-3.982,0.0523,125.953,4,"allegro"
"233","Rumour Has It","21","Adele","2011-01-19",3.7211,65,0.612,0.617,0.612,0.748,0,0.167,-5.014,0.0445,120.052,4,"allegro"
"235","Brokenhearted","Hello","Karmin","2012-05-07",3.78576666666667,65,0.765,0.00765,0.765,0.765,3.82e-06,0.0527,-2.732,0.0585,120.001,4,"allegro"
"270","Pound The Alarm","Pink Friday ... Roman Reloaded (Deluxe)","Nicki Minaj","2012-01-01",3.42733333333333,65,0.728,0.0403,0.728,0.858,4.09e-06,0.0241,-3.686,0.0609,125.055,4,"allegro"
"281","Don't Wake Me Up","Fortune (Expanded Edition)","Chris Brown","2012-07-03",3.7051,65,0.602,0.0548,0.602,0.691,0,0.144,-5.197,0.051,127.967,4,"allegro"
"296","Feel the Love (feat. John Newman)","Home (Deluxe Edition)","Rudimental","2013-02-22",4.08643333333333,65,0.389,0.0026,0.389,0.706,0.000182,0.686,-6.849,0.0593,179.911,4,"vivace"
"349","This Is How We Do","PRISM (Deluxe)","Katy Perry","2013-10-18",3.40475,65,0.69,0.0203,0.69,0.636,0,0.147,-6.028,0.0457,96,4,"moderato"
"351","Somewhere Only We Know","Sheezus","Lily Allen","2014-05-02",3.47506666666667,65,0.313,0.934,0.313,0.286,0.0451,0.0974,-10.593,0.0324,80.925,4,"moderato"
"361","Holy Grail","Magna Carta... Holy Grail","JAY-Z","2013-07-04",5.64021666666667,65,0.676,0.0594,0.676,0.534,8.59e-06,0.256,-6.901,0.0831,145.082,4,"allegro"
"382","Daylight","Overexposed Track By Track","Maroon 5","2012-01-01",3.7511,65,0.656,0.00242,0.656,0.674,0,0.255,-5.473,0.0269,120.001,4,"allegro"
"395","Body Party","Ciara","Ciara","2013-07-05",3.90066666666667,65,0.577,0.0143,0.577,0.576,0,0.602,-6.299,0.0563,133.973,4,"allegro"
"540","Marvin Gaye (feat. Meghan Trainor)","Nine Track Mind","Charlie Puth","2016-01-29",3.17421666666667,65,0.795,0.417,0.795,0.616,0,0.349,-5.281,0.06,110.015,4,"allegro"
"542","Hold My Hand","Hold My Hand","Jess Glynne","2015-02-24",3.78905,65,0.642,0.00159,0.642,0.823,0,0.0776,-5.717,0.0289,122.977,4,"allegro"
"639","Tears (feat. Louisa Johnson)","Tears (feat. Louisa Johnson)","Clean Bandit","2016-05-27",3.76523333333333,65,0.605,0.0431,0.605,0.77,0,0.159,-3.645,0.0446,130.037,4,"allegro"
"646","Back To Sleep","Royalty (Deluxe Version)","Chris Brown","2015-12-18",3.35421666666667,65,0.647,0.0424,0.647,0.646,0,0.0888,-5.483,0.243,92.981,4,"moderato"
"695","Pop Style","Views","Drake","2016-05-06",3.5491,65,0.713,0.192,0.713,0.462,2.16e-06,0.105,-10.027,0.123,133.053,4,"allegro"
"22","King of Anything","Kaleidoscope Heart","Sara Bareilles","2010-09-07",3.45821666666667,64,0.676,0.461,0.676,0.762,0,0.0574,-4.172,0.0351,119.003,4,"allegro"
"38","Mine","Speak Now (Deluxe Package)","Taylor Swift","2010-01-01",3.84621666666667,64,0.621,0.00327,0.621,0.78,4.55e-06,0.184,-2.934,0.0297,121.038,4,"allegro"
"69","Kickstarts","Won't Go Quietly","Example","2010-06-18",3.03043333333333,64,0.61,0.00374,0.61,0.836,0,0.358,-4.455,0.0573,126.059,4,"allegro"
"120","Shake It Out","Ceremonials (Deluxe Edition)","Florence + The Machine","2011-01-01",4.62866666666667,64,0.527,0.0104,0.527,0.804,0,0.105,-4.168,0.0358,107.486,4,"moderato"
"152","I Won't Let You Go","The Awakening","James Morrison","2011-01-01",3.82171666666667,64,0.537,0.229,0.537,0.611,0,0.146,-6.427,0.0304,105.955,4,"moderato"
"185","Bounce (feat. Kelis) - Radio Edit","18 Months","Calvin Harris","2012-10-29",3.7031,64,0.779,0.0334,0.779,0.963,0.493,0.664,-2.125,0.0399,127.941,4,"allegro"
"230","Work Hard, Play Hard","O.N.I.F.C. (Deluxe)","Wiz Khalifa","2012-12-04",3.65043333333333,64,0.787,0.0409,0.787,0.666,1.91e-05,0.296,-4.475,0.0485,140.008,4,"allegro"
"239","Rack City","Careless World: Rise Of The Last King","Tyga","2012-01-01",3.38666666666667,64,0.929,0.0373,0.929,0.339,1.96e-05,0.187,-10.881,0.371,98.986,4,"moderato"
"315","Drinking from the Bottle (feat. Tinie Tempah)","18 Months","Calvin Harris","2012-10-29",4.00576666666667,64,0.665,0.0469,0.665,0.886,6.24e-05,0.0525,-4.175,0.0514,128.062,4,"allegro"
"367","Of The Night","All This Bad Blood","Bastille","2013-01-01",3.57008333333333,64,0.67,0.0192,0.67,0.829,0.000225,0.089,-7.2,0.0427,125.01,4,"allegro"
"414","CoCo","CoCo","O.T. Genasis","2014-11-10",3.99288333333333,64,0.886,0.00215,0.886,0.628,1.15e-05,0.31,-5.949,0.131,119.906,4,"allegro"
"438","Stay The Night - Featuring Hayley Williams Of Paramore","Clarity (Deluxe)","Zedd","2014-01-01",3.62243333333333,64,0.596,0.109,0.596,0.738,0,0.0947,-3.109,0.0411,127.961,4,"allegro"
"590","Flex (Ooh, Ooh, Ooh)","Flex (Ooh, Ooh, Ooh)","Rich Homie Quan","2015-02-10",2.94456666666667,64,0.676,0.0384,0.676,0.615,0,0.341,-7.534,0.0496,163.993,4,"vivace"
"605","Hello","Hello","Adele","2015-10-23",4.92503333333333,64,0.471,0.329,0.471,0.431,0,0.0854,-6.129,0.0342,157.98,4,"vivace"
"616","Once In a While","Once In a While","Timeflies","2016-03-18",3.586,64,0.786,0.00758,0.786,0.687,0,0.619,-5.914,0.141,105.021,4,"moderato"
"628","PILLOWTALK","PILLOWTALK","ZAYN","2016-08-22",3.39476666666667,64,0.588,0.104,0.588,0.702,0,0.089,-4.271,0.0496,124.909,4,"allegro"
"649","Hide Away","Sit Still, Look Pretty","Daya","2016-10-07",3.20626666666667,64,0.885,0.225,0.885,0.801,1.65e-06,0.0733,-4.716,0.0882,95.011,4,"moderato"
"698","Not Nice","PARTYNEXTDOOR 3 (P3)","PARTYNEXTDOOR","2016-08-12",3.37768333333333,64,0.598,0.0253,0.598,0.496,0.00132,0.12,-9.309,0.0804,128.06,4,"allegro"
"790","Hurtin' Me","Hurtin' Me","Stefflon Don","2017-08-10",3.54691666666667,64,0.535,0.102,0.535,0.794,1.52e-05,0.144,-4.933,0.161,203.712,4,"vivace"
"37","Blah Blah Blah (feat. 3OH!3)","Animal (Expanded Edition)","Kesha","2010-01-01",2.86755,63,0.752,0.0843,0.752,0.836,0.000425,0.424,-3.173,0.115,120.003,4,"allegro"
"41","How Low","Battle Of The Sexes (Deluxe)","Ludacris","2010-01-01",3.35976666666667,63,0.785,0.00248,0.785,0.498,1.23e-06,0.224,-6.977,0.0533,143.96,4,"allegro"
"51","Te Amo","Rated R","Rihanna","2009-11-20",3.47376666666667,63,0.567,0.541,0.567,0.707,0.000176,0.1,-5.455,0.0818,171.917,4,"vivace"
"62","One (Your Name) - Radio Edit","One (Your Name)","Swedish House Mafia","2010-01-01",2.72076666666667,63,0.733,0.0132,0.733,0.673,0.0049,0.16,-6.572,0.0333,125.061,4,"allegro"
"150","How To Love","Tha Carter IV (Deluxe)","Lil Wayne","2011-01-01",4.0051,63,0.644,0.000177,0.644,0.661,5.23e-06,0.108,-6.093,0.0418,153.992,4,"allegro"
"163","F**kin' Perfect","Greatest Hits...So Far!!!","P!nk","2010-11-12",3.55688333333333,63,0.563,0.0422,0.563,0.671,0,0.36,-4.788,0.0372,91.965,4,"moderato"
"231","Climax","Looking 4 Myself (Expanded Edition)","Usher","2012-06-12",3.88176666666667,63,0.647,0.547,0.647,0.478,2.69e-05,0.156,-8.837,0.0782,135.877,4,"allegro"
"237","Ass Back Home (feat. Neon Hitch)","The Papercut Chronicles II","Gym Class Heroes","2011-11-11",3.70355,63,0.716,0.134,0.716,0.838,0,0.148,-4.289,0.0513,130.034,4,"allegro"
"280","This Is Love","#willpower (Deluxe)","will.i.am","2013-01-01",4.65043333333333,63,0.535,0.00473,0.535,0.796,0,0.145,-3.446,0.0445,128.954,4,"allegro"
"291","Candy","Take The Crown (Deluxe Edition)","Robbie Williams","2012-11-05",3.35088333333333,63,0.715,0.0368,0.715,0.791,0,0.0694,-6.63,0.0414,116.043,4,"allegro"
"294","Too Close","The Lateness Of The Hour","Alex Clare","2011-01-01",4.27688333333333,63,0.588,0.00948,0.588,0.694,0,0.113,-4.278,0.0387,126.027,4,"allegro"
"392","Bad (feat. Rihanna) - Remix","The Gifted","Wale","2013-06-25",3.98043333333333,63,0.807,0.307,0.807,0.702,0,0.111,-6.594,0.0748,114.038,4,"allegro"
"785","Juju on That Beat (TZ Anthem)","Juju on That Beat (TZ Anthem)","Zay Hilfigerrr","2016-09-30",2.40406666666667,63,0.807,0.00381,0.807,0.887,0,0.391,-3.892,0.275,160.517,4,"vivace"
"25","Hey Daddy (Daddy's Home)","Raymond v Raymond (Expanded Edition)","Usher","2010-03-30",3.73488333333333,62,0.59,0.000176,0.59,0.698,0,0.107,-4.262,0.0286,95.975,4,"moderato"
"46","Imma Be","THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version]","Black Eyed Peas","2009-01-01",4.29266666666667,62,0.597,0.179,0.597,0.517,0,0.307,-6.963,0.365,92.035,4,"moderato"
"61","Try Sleeping with a Broken Heart","The Element Of Freedom","Alicia Keys","2009-12-15",4.15021666666667,62,0.496,0.158,0.496,0.82,0.246,0.13,-5.155,0.112,110.977,5,"allegro"
"87","She Said","The Defamation of Strickland Banks","Plan B","2010-04-09",3.48088333333333,62,0.72,0.301,0.72,0.538,3.03e-06,0.144,-5.85,0.141,147.007,4,"allegro"
"161","Blind Faith","No More Idols","Chase & Status","2011-01-01",3.89443333333333,62,0.45,0.00523,0.45,0.846,0,0.228,-4.712,0.0472,140.042,4,"allegro"
"170","Wherever You Will Go","Wherever You Will Go","Charlene Soraia","2011-10-03",3.29295,62,0.597,0.82,0.597,0.115,0.000215,0.111,-9.217,0.0334,111.202,4,"allegro"
"196","Earthquake (feat. Tinie Tempah)","Electronic Earth (Expanded Edition)","Labrinth","2012-04-02",4.57666666666667,62,0.541,0.11,0.541,0.856,0,0.276,-3.966,0.0997,153.066,4,"allegro"
"321","Don't Stop the Party (feat. TJR)","Global Warming: Meltdown (Deluxe Version)","Pitbull","2012-09-25",3.43533333333333,62,0.722,0.00726,0.722,0.958,0,0.375,-3.617,0.0912,127.008,4,"allegro"
"383","Love Me","I Am Not A Human Being II (Deluxe)","Lil Wayne","2013-01-01",4.25088333333333,62,0.669,0.0125,0.669,0.634,0,0.0946,-6.476,0.0327,124.906,4,"allegro"
"388","Home","The World From The Side Of The Moon","Phillip Phillips","2012-01-01",3.50288333333333,62,0.606,0.0256,0.606,0.826,1.56e-05,0.117,-6.04,0.0307,121.04,4,"allegro"
"410","Love Runs Out","Native","OneRepublic","2014-01-01",3.7371,62,0.719,0.167,0.719,0.935,0,0.0973,-3.752,0.0589,120.022,4,"allegro"
"452","The Man","Lift Your Spirit","Aloe Blacc","2013-01-01",4.2651,62,0.533,0.0332,0.533,0.755,0,0.233,-7.25,0.0419,86.034,4,"moderato"
"469","Nobody To Love - Radio Edit","Nobody To Love","Sigma","2014-01-01",3.162,62,0.441,0.000526,0.441,0.921,6.34e-06,0.177,-3.32,0.0436,175.001,4,"vivace"
"510","Try Me (feat. Jennifer Lopez and Matoma)","Everything Is 4","Jason Derulo","2015-05-29",3.33733333333333,62,0.579,0.0157,0.579,0.68,0,0.0699,-5.634,0.076,100.033,4,"moderato"
"562","Classic Man (feat. Roman GianArthur)","Classic Man (feat. Roman GianArthur)","Jidenna","2015-02-03",3.76666666666667,62,0.79,0.185,0.79,0.585,0,0.292,-6.058,0.0348,94.072,4,"moderato"
"799","I Would Like","So Good","Zara Larsson","2017-03-17",3.77866666666667,62,0.486,0.0853,0.486,0.713,0,0.0839,-3.949,0.0524,121.028,4,"allegro"
"76","The Flood","Progress","Take That","2010-01-01",4.82265,61,0.514,0.0378,0.514,0.83,1.43e-06,0.122,-6.077,0.044,100.631,4,"moderato"
"132","Motivation","Here I Am (Deluxe Version)","Kelly Rowland","2011-01-01",3.84266666666667,61,0.744,0.187,0.744,0.672,0.000123,0.105,-5.589,0.0418,140.889,4,"allegro"
"162","Higher","Rokstarr (Special Edition)","Taio Cruz","2010-01-01",3.1271,61,0.672,0.0048,0.672,0.907,3.4e-05,0.156,-5.069,0.0721,128.027,4,"allegro"
"166","Down With The Trumpets","Stereo Typical","Rizzle Kicks","2011-01-01",3.11418333333333,61,0.753,0.087,0.753,0.88,0,0.24,-4.689,0.0806,115.057,4,"allegro"
"309","What About Us","Living For The Weekend (Deluxe Edition)","The Saturdays","2013-01-01",3.67803333333333,61,0.704,0.0059,0.704,0.68,0,0.213,-4.751,0.0581,123.973,4,"allegro"
"376","Cruise","Here's To The Good Times","Florida Georgia Line","2012-01-01",3.48266666666667,61,0.457,0.0191,0.457,0.948,0,0.0536,-3.364,0.0354,148,4,"allegro"
"394","I Cry","Wild Ones","Flo Rida","2012-06-22",3.73,61,0.693,0.00616,0.693,0.822,1.79e-06,0.315,-5.441,0.0439,126.035,4,"allegro"
"413","Post to Be (feat. Chris Brown & Jhene Aiko)","Post to Be (feat. Chris Brown & Jhene Aiko)","Omarion","2014-11-11",3.77633333333333,61,0.733,0.0697,0.733,0.676,0,0.208,-5.655,0.0432,97.448,4,"moderato"
"447","Ready For Your Love","Sirens (Deluxe)","Gorgon City","2014-01-01",3.31466666666667,61,0.677,0.0531,0.677,0.753,0.0128,0.333,-7.038,0.154,121.939,4,"allegro"
"509","That's How You Know (feat. Kid Ink & Bebe Rexha)","That's How You Know (feat. Kid Ink & Bebe Rexha)","Nico & Vinz","2015-07-17",3.10738333333333,61,0.769,0.44,0.769,0.437,0,0.116,-6.406,0.0363,103.921,4,"moderato"
"577","Lay It All on Me (feat. Ed Sheeran)","We the Generation","Rudimental","2015-10-02",4.04066666666667,61,0.669,0.141,0.669,0.747,0,0.185,-7.108,0.0428,122.531,4,"allegro"
"656","Gold","Gold","Kiiara","2015-10-26",3.7647,61,0.6,0.615,0.6,0.412,0.0025,0.134,-9.343,0.344,113.049,5,"allegro"
"890","Body (feat. brando)","Body (feat. brando)","Loud Luxury","2017-10-27",2.72026666666667,61,0.752,0.0476,0.752,0.764,9.44e-05,0.0543,-4.399,0.038,121.958,4,"allegro"
"908","Options","Roots","NSG","2020-06-19",4.00135,61,0.836,0.389,0.836,0.621,9.16e-05,0.104,-4.684,0.0894,101.993,4,"moderato"
"17","No Hands (feat. Roscoe Dash & Wale)","No Hands (feat. Roscoe Dash & Wale)","Waka Flocka Flame","2010-09-06",4.39621666666667,60,0.76,0.00544,0.76,0.595,0,0.241,-6.366,0.0391,131.497,4,"allegro"
"31","Over","Thank Me Later (Int'l Version)","Drake","2010-01-01",3.89266666666667,60,0.325,0.0109,0.325,0.848,0,0.124,-5.611,0.279,100.093,5,"moderato"
"53","Higher","Headlines","The Saturdays","2010-01-01",3.46021666666667,60,0.639,0.049,0.639,0.862,6.81e-06,0.264,-3.292,0.0341,117.011,4,"allegro"
"192","Do It Like A Dude","Who You Are (Platinum Edition)","Jessie J","2011-01-01",3.254,60,0.663,0.0491,0.663,0.843,0,0.364,-3.672,0.049,140.036,4,"allegro"
"198","Heart Skips a Beat (feat. Rizzle Kicks)","In Case You Didn't Know","Olly Murs","2011-11-28",3.3711,60,0.843,0.14,0.843,0.881,0,0.0765,-3.951,0.0581,110.621,4,"allegro"
"316","Hey Porsche","M.O. (Deluxe Edition)","Nelly","2013-09-30",3.4911,60,0.726,0.136,0.726,0.795,0,0.698,-4.653,0.029,115.995,4,"allegro"
"326","Sure Be Cool If You Did","Based on a True Story... (Deluxe Edition)","Blake Shelton","2013-03-26",3.59533333333333,60,0.576,0.255,0.576,0.726,0,0.108,-4.625,0.035,136.802,4,"allegro"
"366","Harlem Shake","Harlem Shake","Baauer","2013-02-12",3.27773333333333,60,0.452,0.0111,0.452,0.794,0.00182,0.416,-5.151,0.0483,137.825,4,"allegro"
"722","Mama","Jonas Blue: Electronic Nature - The Mix 2017","Jonas Blue","2017-07-14",3.0269,60,0.739,0.091,0.739,0.792,0,0.0516,-4.256,0.0418,104.016,4,"moderato"
"863","You Make It Easy","Rearview Town","Jason Aldean","2018-04-13",3.22176666666667,60,0.547,0.159,0.547,0.56,0,0.103,-5.86,0.0283,131.855,3,"allegro"
"18","What You Know","Tourist History","Two Door Cinema Club","2010-02-07",3.16155,59,0.55,0.000665,0.55,0.753,7.74e-06,0.0921,-4.003,0.0407,139.048,4,"allegro"
"43","Say Aah (feat. Fabolous)","Ready","Trey Songz","2009-08-31",3.4591,59,0.724,0.00453,0.724,0.87,0,0.833,-3.614,0.113,93.01,4,"moderato"
"58","Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah","Disc-Overy","Tinie Tempah","2010-10-04",3.441,59,0.736,0.00237,0.736,0.929,1.11e-05,0.402,-5.89,0.0674,125.03,4,"allegro"
"60","Beautiful Monster","Libra Scale","Ne-Yo","2010-01-01",4.19288333333333,59,0.708,0.209,0.708,0.771,5.32e-06,0.277,-6.99,0.131,128.013,4,"allegro"
"317","Dear Darlin'","Right Place Right Time (Expanded Edition)","Olly Murs","2012-11-26",3.43955,59,0.512,0.00627,0.512,0.828,8.73e-06,0.119,-4.672,0.0454,124.021,4,"allegro"
"345","Talk Dirty (feat. 2 Chainz)","Tattoos (Deluxe Edition)","Jason Derulo","2013-09-10",2.96141666666667,59,0.76,0.0348,0.76,0.652,0,0.307,-7.321,0.232,100.315,4,"moderato"
"436","Talk Dirty (feat. 2 Chainz)","Tattoos (Deluxe Edition)","Jason Derulo","2013-09-10",2.96141666666667,59,0.76,0.0348,0.76,0.652,0,0.307,-7.321,0.232,100.315,4,"moderato"
"973","Don’t Feel Like Crying","Don't Feel Like Crying","Sigrid","2019-01-17",2.61683333333333,59,0.749,0.156,0.749,0.814,0,0.0673,-3.769,0.0404,119.964,4,"allegro"
"42","Find Your Love","Thank Me Later (Int'l Version)","Drake","2010-01-01",3.48243333333333,58,0.625,0.0209,0.625,0.613,0,0.0286,-6.005,0.173,96.033,4,"moderato"
"71","Starry Eyed","Bright Lights (Lights Re-pack / Bonus Version)","Ellie Goulding","2010-01-01",2.94355,58,0.504,0.135,0.504,0.814,1.42e-05,0.324,-5.346,0.0389,149.967,4,"allegro"
"187","Don't Hold Your Breath","Killer Love (International Version)","Nicole Scherzinger","2011-01-01",3.29066666666667,58,0.66,0.00646,0.66,0.797,0.000108,0.187,-6.096,0.0262,110.955,4,"allegro"
"288","Hot Right Now (feat. RITA ORA) - Radio Edit","Nextlevelism","DJ Fresh","2012-09-28",3.03888333333333,58,0.524,0.00656,0.524,0.972,0.00058,0.224,-1.569,0.0431,175.017,4,"vivace"
"295","Mama Do The Hump","Stereo Typical","Rizzle Kicks","2011-01-01",3.60021666666667,58,0.719,0.00722,0.719,0.889,0,0.0731,-4.088,0.127,97.987,4,"moderato"
"571","Real Love","Real Love","Clean Bandit","2014-10-06",3.66151666666667,58,0.63,0.0834,0.63,0.848,4.34e-06,0.205,-4.592,0.0428,124.987,4,"allegro"
