,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
15,Titanium (feat. Sia),Nothing but the Beat (Ultimate Edition),David Guetta,2012-12-07,245040,80,0.604,0.0679,0.604,0.787,0.15,0.127,-3.674,0.103,126.062,4
16,The Adventures of Rain Dance Maggie,I'm with You,Red Hot Chili Peppers,2011-08-29,282400,67,0.683,0.00112,0.683,0.734,0.0139,0.258,-4.523,0.029,106.254,4
17,Holocene,Bon Iver,Bon Iver,2011-05-21,336613,67,0.379,0.942,0.379,0.306,0.323,0.123,-14.446,0.0305,147.902,4
18,When We Stand Together,Here and Now (Audio Only Version),Nickelback,2011-11-14,190786,68,0.446,0.000102,0.446,0.9,1.89e-05,0.0404,-3.541,0.0489,187.961,4
19,Shake It Out,Ceremonials (Deluxe Edition),Florence + The Machine,2011-01-01,277720,64,0.527,0.0104,0.527,0.804,0.0,0.105,-4.168,0.0358,107.486,4
20,Save The World,Save The World,Swedish House Mafia,2011-05-13,213337,69,0.507,0.0144,0.507,0.665,0.0,0.0759,-7.598,0.0474,126.879,4
21,Sure Thing,All I Want Is You,Miguel,2010-11-26,195373,76,0.684,0.0275,0.684,0.603,0.000311,0.191,-8.127,0.0989,81.0,4
22,Headlines,Take Care (Deluxe),Drake,2011-11-15,235986,73,0.636,0.365,0.636,0.566,0.000353,0.0917,-7.16,0.106,151.894,4
23,Who Says,When The Sun Goes Down,Selena Gomez & The Scene,2011-01-01,195613,76,0.682,0.0843,0.682,0.927,0.0,0.149,-2.915,0.0479,101.019,4
24,Pretty Girl Rock,No Boys Allowed,Keri Hilson,2010-01-01,243920,69,0.666,0.203,0.666,0.87,0.0,0.0851,-5.004,0.246,160.014,4
25,Honey Bee,Red River Blue (Deluxe Edition),Blake Shelton,2011-07-12,210720,49,0.481,0.00167,0.481,0.849,1.49e-06,0.121,-5.131,0.0385,205.57,4
26,What the Hell,Goodbye Lullaby (Expanded Edition),Avril Lavigne,2011-03-08,220706,75,0.578,0.00472,0.578,0.926,0.0127,0.14,-3.689,0.0548,149.976,4
27,More - RedOne Jimmy Joker Remix,More,Usher,2010-11-22,219986,68,0.551,0.00166,0.551,0.893,0.0,0.348,-2.628,0.0543,125.083,4
28,Rocketeer,Free Wired,Far East Movement,2010-01-01,211253,66,0.664,0.181,0.664,0.845,0.0,0.267,-6.115,0.0461,96.005,4
29,Roll Up,Rolling Papers,Wiz Khalifa,2011-03-29,227773,65,0.523,0.0524,0.523,0.805,0.0,0.0914,-5.473,0.192,125.358,5
30,Stereo Love - Radio Edit,Stereo Love,Edward Maya,2010-01-31,184573,66,0.799,0.0346,0.799,0.783,0.0186,0.0757,-3.896,0.0322,127.041,4
31,Motivation,Here I Am (Deluxe Version),Kelly Rowland,2011-01-01,230560,61,0.744,0.187,0.744,0.672,0.000123,0.105,-5.589,0.0418,140.889,4
32,You Make Me Feel... (feat. Sabi),Night Shades,Cobra Starship,2011-08-29,215693,70,0.668,0.0191,0.668,0.857,6.71e-06,0.0385,-2.944,0.0535,131.959,4
33,I'm On One,We The Best Forever,DJ Khaled,2011-01-01,296146,69,0.413,0.0536,0.413,0.807,0.0,0.631,-3.499,0.318,149.33,4
34,I Wanna Go,Femme Fatale (Deluxe Version),Britney Spears,2011-03-28,210266,66,0.696,0.00379,0.696,0.546,3.8e-06,0.332,-6.55,0.0414,130.002,4
35,No Hands (feat. Roscoe Dash & Wale),Flockaveli,Waka Flocka Flame,2010-10-01,263773,77,0.76,0.00544,0.76,0.595,0.0,0.241,-6.366,0.0391,131.497,4
36,Dynamite,The Rokstarr Hits Collection,Taio Cruz,2010-01-01,202613,79,0.751,0.00379,0.751,0.783,0.0,0.036,-3.724,0.0859,119.975,4
37,Dirt Road Anthem,My Kinda Party,Jason Aldean,2010-11-02,229413,55,0.678,0.32,0.678,0.739,2.36e-06,0.116,-5.068,0.0352,127.037,4
38,Just A Kiss,Own The Night,Lady A,2011-09-13,218840,66,0.593,0.446,0.593,0.639,0.0,0.0998,-5.826,0.0307,142.881,4
39,6 Foot 7 Foot,Tha Carter IV (Deluxe),Lil Wayne,2011-01-01,248586,65,0.364,0.0007,0.364,0.752,0.0,0.318,-5.429,0.304,79.119,4
40,Only Girl (In The World),Loud,Rihanna,2010-11-16,235493,73,0.789,0.129,0.789,0.716,1.07e-05,0.069,-4.241,0.0432,125.906,4
41,Hey Baby (Drop It to the Floor),Planet Pit (Deluxe Version),Pitbull,2011-06-17,234453,68,0.595,0.0435,0.595,0.913,0.0,0.259,-3.428,0.0884,128.021,4
42,Pumped Up Kicks,Torches,Foster The People,2011-05-23,239600,85,0.733,0.145,0.733,0.71,0.115,0.0956,-5.849,0.0292,127.975,4
43,If I Die Young,The Band Perry,The Band Perry,2010,222773,66,0.606,0.348,0.606,0.497,0.0,0.275,-6.611,0.0277,130.739,4
44,Blow,Cannibal (Expanded Edition),Kesha,2010-11-19,219973,66,0.753,0.00334,0.753,0.729,5.66e-05,0.073,-3.862,0.0392,120.013,4
45,Tonight Tonight,Whatever,Hot Chelle Rae,2011-11-25,200466,76,0.686,0.0764,0.686,0.783,0.0,0.163,-4.977,0.119,99.978,4
46,The Show Goes On,Lasers,Lupe Fiasco,2011-03-04,239613,72,0.591,0.0189,0.591,0.889,0.0,0.155,-3.839,0.115,143.067,4
47,Till the World Ends,Femme Fatale (Deluxe Version),Britney Spears,2011-03-28,237946,66,0.693,0.0228,0.693,0.705,0.0,0.202,-5.747,0.0665,131.951,4
48,Good Life,Waking Up,OneRepublic,2009-01-01,253306,73,0.634,0.0771,0.634,0.69,0.0,0.132,-7.804,0.052,94.988,4
49,How To Love,Tha Carter IV (Deluxe),Lil Wayne,2011-01-01,240306,63,0.644,0.000177,0.644,0.661,5.23e-06,0.108,-6.093,0.0418,153.992,4
50,Down On Me,All About You,Jeremih,2010-01-01,228453,72,0.7,0.0369,0.7,0.598,0.0,0.111,-7.783,0.114,160.041,4
51,I Won't Let You Go,The Awakening,James Morrison,2011-01-01,229303,64,0.537,0.229,0.537,0.611,0.0,0.146,-6.427,0.0304,105.955,4
52,L.I.F.E.G.O.E.S.O.N.,Last Night On Earth,Noah And The Whale,2011-01-01,226946,53,0.608,0.205,0.608,0.745,0.0,0.342,-5.82,0.0354,82.003,4
53,Tonight (I'm Fuckin' You),Euphoria,Enrique Iglesias,2010,232213,65,0.648,0.0294,0.648,0.89,3.58e-06,0.116,-3.982,0.0523,125.953,4
54,Lighters,Hell: The Sequel (Deluxe),Bad Meets Evil,2011-01-01,303813,70,0.676,0.352,0.676,0.695,0.0,0.119,-8.327,0.245,90.268,4
55,All Of The Lights,My Beautiful Dark Twisted Fantasy,Kanye West,2010-11-22,299613,76,0.531,0.0796,0.531,0.803,1.71e-05,0.176,-3.284,0.0717,142.113,4
56,A Thousand Years,The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack),Various Artists,2011-11-04,285120,69,0.421,0.309,0.421,0.407,0.000961,0.11,-7.445,0.0267,139.028,3
57,Every Teardrop Is a Waterfall,Mylo Xyloto,Coldplay,2011-10-24,240796,70,0.425,0.00193,0.425,0.733,0.00922,0.171,-6.883,0.0396,117.985,4
58,Loca People - Radio Edit,Loca People,Sak Noel,2011,215624,54,0.926,0.000915,0.926,0.808,0.00327,0.0515,-3.148,0.0599,127.998,4
59,Skinny Love,Birdy,Birdy,2011-11-04,201080,76,0.379,0.952,0.379,0.29,0.00106,0.118,-8.485,0.051,166.467,4
60,Blind Faith,No More Idols,Chase & Status,2011-01-01,233666,62,0.45,0.00523,0.45,0.846,0.0,0.228,-4.712,0.0472,140.042,4
61,Higher,Rokstarr (Special Edition),Taio Cruz,2010-01-01,187626,61,0.672,0.0048,0.672,0.907,3.4e-05,0.156,-5.069,0.0721,128.027,4
62,F**kin' Perfect,Greatest Hits...So Far!!!,P!nk,2010-11-12,213413,63,0.563,0.0422,0.563,0.671,0.0,0.36,-4.788,0.0372,91.965,4
63,I Need A Doctor,I Need A Doctor,Dr. Dre,2011-02-01,283733,72,0.594,0.0869,0.594,0.946,0.0,0.306,-4.521,0.452,155.826,4
64,Black and Yellow,Rolling Papers,Wiz Khalifa,2011-03-29,217666,76,0.684,0.0646,0.684,0.834,0.0,0.271,-4.524,0.0675,164.02,4
65,Down With The Trumpets,Stereo Typical,Rizzle Kicks,2011-01-01,186851,61,0.753,0.087,0.753,0.88,0.0,0.24,-4.689,0.0806,115.057,4
66,Buzzin Remix,Mann's World,Mann,2011-01-01,224333,42,0.687,0.0887,0.687,0.939,0.0,0.283,-4.372,0.146,104.029,4
67,We R Who We R,Cannibal (Expanded Edition),Kesha,2010-11-19,204760,73,0.736,0.00987,0.736,0.817,0.00167,0.117,-4.9,0.0407,119.95,4
68,Coming Home,Last Train To Paris,Diddy - Dirty Money,2010-01-01,238693,71,0.392,0.158,0.392,0.839,0.0,0.3,-1.921,0.193,168.001,4
69,Wherever You Will Go,Wherever You Will Go,Charlene Soraia,2011-10-03,197577,62,0.597,0.82,0.597,0.115,0.000215,0.111,-9.217,0.0334,111.202,4
70,Without You (feat. Usher),Nothing but the Beat (Ultimate Edition),David Guetta,2012-12-07,208133,70,0.608,0.227,0.608,0.614,4.06e-06,0.157,-3.727,0.0285,127.884,4
71,What's My Name?,Loud,Rihanna,2010-11-16,263173,70,0.692,0.23,0.692,0.786,0.0,0.0797,-2.959,0.069,100.025,4
72,Good Feeling,Wild Ones,Flo Rida,2012-06-22,248133,76,0.706,0.0588,0.706,0.89,0.00286,0.306,-4.444,0.0688,128.011,4
73,Don't Wanna Go Home,Future History (Deluxe Edition),Jason Derulo,2011-09-16,206080,67,0.671,0.02,0.671,0.808,0.0,0.134,-4.861,0.0652,121.956,4
74,Feel So Close - Radio Edit,18 Months,Calvin Harris,2012-10-29,206413,79,0.707,0.000972,0.707,0.924,0.00703,0.204,-2.842,0.031,127.937,4
75,Last Friday Night (T.G.I.F.),Katy Perry - Teenage Dream: The Complete Confection,Katy Perry,2012-03-12,230746,77,0.649,0.00125,0.649,0.815,4.31e-05,0.671,-3.796,0.0415,126.03,4
76,Marry You,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,230120,75,0.62,0.332,0.62,0.832,0.0,0.104,-4.848,0.036,144.926,4
77,Who's That Chick? (feat. Rihanna),One More Love,David Guetta,2010-11-22,201040,67,0.675,0.00372,0.675,0.601,0.0,0.0458,-4.733,0.116,127.938,4
78,Just Can’t Get Enough,The Beginning,Black Eyed Peas,2010-01-01,219426,73,0.659,0.186,0.659,0.628,0.0,0.105,-8.685,0.179,94.05,4
79,Lego House,+,Ed Sheeran,2011-09-09,185093,72,0.592,0.562,0.592,0.637,0.0,0.13,-8.48,0.0992,159.701,4
80,Paradise,Mylo Xyloto,Coldplay,2011-10-24,278719,82,0.449,0.0522,0.449,0.585,8.49e-05,0.0833,-6.762,0.0268,139.627,4
81,Champion (feat. Chris Brown),F.A.M.E. (Expanded Edition),Chris Brown,2011-03-22,237293,50,0.415,0.078,0.415,0.934,0.0,0.145,-2.914,0.24,190.151,4
82,Read All About It,Read All About It,Professor Green,2011-01-01,235735,42,0.656,0.336,0.656,0.752,0.0,0.223,-5.522,0.0434,100.963,4
83,E.T.,Katy Perry - Teenage Dream: The Complete Confection,Katy Perry,2012-03-12,229573,67,0.62,0.0181,0.62,0.869,0.0,0.369,-5.252,0.175,151.684,4
84,Bounce (feat. Kelis) - Radio Edit,18 Months,Calvin Harris,2012-10-29,222186,64,0.779,0.0334,0.779,0.963,0.493,0.664,-2.125,0.0399,127.941,4
85,Best Thing I Never Had,4,Beyoncé,2011-06-24,253746,71,0.545,0.143,0.545,0.649,1.57e-05,0.0894,-4.062,0.0324,99.099,4
86,Don't Hold Your Breath,Killer Love (International Version),Nicole Scherzinger,2011-01-01,197440,58,0.66,0.00646,0.66,0.797,0.000108,0.187,-6.096,0.0262,110.955,4
87,Where Them Girls At (feat. Nicki Minaj & Flo Rida),Nothing but the Beat (Ultimate Edition),David Guetta,2012-12-07,194840,72,0.666,0.055,0.666,0.876,0.0,0.259,-3.078,0.0414,129.884,4
88,Set Fire to the Rain,21,Adele,2011-01-19,242973,76,0.603,0.00408,0.603,0.67,1.66e-06,0.112,-3.882,0.0249,107.995,4
89,Yeah 3x,F.A.M.E. (Expanded Edition),Chris Brown,2011-03-22,241666,72,0.705,0.000369,0.705,0.882,1.16e-06,0.0934,-3.201,0.0445,130.0,4
90,The Edge Of Glory,Born This Way (International Special Edition Version),Lady Gaga,2011-05-23,320546,68,0.583,0.000323,0.583,0.768,0.0162,0.109,-6.477,0.041,127.952,4
91,Do It Like A Dude,Who You Are (Platinum Edition),Jessie J,2011-01-01,195240,60,0.663,0.0491,0.663,0.843,0.0,0.364,-3.672,0.049,140.036,4
92,Louder (feat. Sian Evans) - Radio Edit,Nextlevelism,DJ Fresh,2012-09-28,206776,57,0.31,0.0184,0.31,0.926,0.00792,0.483,-1.131,0.0464,139.85,4
93,What Makes You Beautiful,Up All Night,One Direction,2012-05-25,199986,84,0.726,0.009,0.726,0.787,0.0,0.0596,-2.494,0.0737,124.99,4
94,Glad You Came,Battleground (Deluxe Edition),The Wanted,2011-01-01,197935,74,0.722,0.0319,0.722,0.851,0.0,0.108,-3.873,0.0639,126.885,4
95,Earthquake (feat. Tinie Tempah),Electronic Earth (Expanded Edition),Labrinth,2012-04-02,274600,62,0.541,0.11,0.541,0.856,0.0,0.276,-3.966,0.0997,153.066,4
96,Mr. Saxobeat,Saxobeats,Alexandra Stan,2011-11-16,195105,72,0.726,0.0218,0.726,0.931,0.000275,0.143,-4.152,0.0469,126.976,4
97,Heart Skips a Beat (feat. Rizzle Kicks),In Case You Didn't Know,Olly Murs,2011-11-28,202266,60,0.843,0.14,0.843,0.881,0.0,0.0765,-3.951,0.0581,110.621,4
98,Sweat - Remix,Sweat (Snoop Dogg Vs. David Guetta) [Remix],Snoop Dogg,2011-01-01,195986,66,0.813,0.0597,0.813,0.732,0.00137,0.0826,-5.636,0.03,130.02,4
99,Changed the Way You Kiss Me - Radio Edit,Changed the Way You Kiss Me (Remixes),Example,2011-06-03,195466,35,0.578,0.00548,0.578,0.857,0.00162,0.0948,-3.78,0.041,126.979,4
