,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
28,Bailando - Spanish Version,SEX AND LOVE (Deluxe Edition),Enrique Iglesias,2014-07-04,243386,67,0.718,0.0467,0.718,0.792,3.65e-06,0.0399,-3.519,0.105,90.949,4
29,Anaconda,The Pinkprint (International Deluxe Explicit),Nicki Minaj,2014-12-15,260240,68,0.964,0.0668,0.964,0.605,7.78e-06,0.214,-6.223,0.179,129.994,4
30,Best Day Of My Life,"Oh, What A Life",American Authors,2014-01-01,194240,79,0.673,0.0591,0.673,0.902,0.000262,0.0558,-2.392,0.0346,100.012,4
31,Latch,Settle (Special Edition),Disclosure,2014-01-01,255631,68,0.503,0.0159,0.503,0.727,9.45e-05,0.0895,-5.456,0.167,121.985,4
32,Story of My Life,Midnight Memories (Deluxe),One Direction,2013-11-25,245493,84,0.6,0.225,0.6,0.663,0.0,0.119,-5.802,0.0477,121.07,4
33,Team,Pure Heroine,Lorde,2013-09-27,193058,76,0.69,0.167,0.69,0.578,0.0,0.305,-7.436,0.0929,99.961,4
34,Turn Down for What,Turn Down for What,DJ Snake,2013-12-18,213733,74,0.818,0.00107,0.818,0.799,0.128,0.057,-4.1,0.156,100.014,4
35,Talk Dirty (feat. 2 Chainz),Tattoos (Deluxe Edition),Jason Derulo,2013-09-10,177685,59,0.76,0.0348,0.76,0.652,0.0,0.307,-7.321,0.232,100.315,4
36,Faded,Nightday (EP),ZHU,2014-09-01,223386,52,0.861,0.00864,0.861,0.475,0.119,0.122,-7.195,0.0487,124.96,4
37,Stay The Night - Featuring Hayley Williams Of Paramore,Clarity (Deluxe),Zedd,2014-01-01,217346,64,0.596,0.109,0.596,0.738,0.0,0.0947,-3.109,0.0411,127.961,4
38,Demons,Night Visions,Imagine Dragons,2012-09-04,177506,81,0.505,0.19,0.505,0.71,0.00025,0.269,-3.015,0.0321,89.938,4
39,Outside (feat. Ellie Goulding),Motion,Calvin Harris,2014-10-31,227266,82,0.646,0.213,0.646,0.823,0.0,0.322,-4.123,0.0394,128.035,4
40,Me And My Broken Heart,Let The Road,Rixton,2014-01-01,193733,78,0.545,0.00489,0.545,0.783,0.0,0.132,-4.261,0.0345,174.084,4
41,Don't Tell 'Em,Late Nights: The Album,Jeremih,2015-12-04,266840,75,0.856,0.392,0.856,0.527,0.0,0.11,-5.225,0.0997,98.052,4
42,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",The Hobbit - The Desolation Of Smaug (Original Motion Picture Soundtrack / Special Edition),Howard Shore,2013-01-01,300840,75,0.581,0.559,0.581,0.0549,0.0,0.0718,-20.514,0.0397,152.037,4
43,Blank Space,1989 (Deluxe),Taylor Swift,2014-01-01,231826,79,0.76,0.103,0.76,0.703,0.0,0.0913,-5.412,0.054,95.997,4
44,Magic,Ghost Stories,Coldplay,2014-05-19,285014,74,0.738,0.0262,0.738,0.483,0.616,0.106,-8.915,0.0403,93.458,4
45,Lovers on the Sun (feat. Sam Martin),Lovers on the Sun EP,David Guetta,2014-06-30,203520,55,0.645,0.0932,0.645,0.891,3.88e-06,0.379,-2.505,0.0387,124.915,4
46,Ready For Your Love,Sirens (Deluxe),Gorgon City,2014-01-01,198880,61,0.677,0.0531,0.677,0.753,0.0128,0.333,-7.038,0.154,121.939,4
47,Drunk in Love (feat. Jay-Z),BEYONCÉ [Platinum Edition],Beyoncé,2014-11-24,323480,73,0.589,0.00969,0.589,0.621,0.00104,0.181,-6.902,0.0468,140.03,4
48,Habits (Stay High),Queen Of The Clouds,Tove Lo,2014-09-24,209160,73,0.733,0.0703,0.733,0.65,6.59e-05,0.0829,-3.539,0.0315,110.003,4
49,Trumpets,Tattoos (Deluxe Edition),Jason Derulo,2013-09-10,217306,57,0.627,0.563,0.627,0.703,0.0,0.0962,-4.884,0.236,81.897,4
50,Superheroes,No Sound Without Silence,The Script,2014-09-15,245466,76,0.491,0.00219,0.491,0.885,0.0,0.0741,-4.121,0.0395,166.992,4
51,The Man,Lift Your Spirit,Aloe Blacc,2013-01-01,255906,62,0.533,0.0332,0.533,0.755,0.0,0.233,-7.25,0.0419,86.034,4
52,She Looks So Perfect,5 Seconds Of Summer,5 Seconds of Summer,2014-06-27,202496,72,0.494,0.000569,0.494,0.951,0.0,0.327,-4.237,0.132,160.025,4
53,Black Widow,The New Classic,Iggy Azalea,2014-01-01,209423,68,0.743,0.192,0.743,0.72,0.000386,0.109,-3.753,0.124,163.99,4
54,Wiggle (feat. Snoop Dogg),Tattoos (Deluxe Edition),Jason Derulo,2013-09-10,193295,69,0.697,0.0802,0.697,0.621,0.0,0.162,-6.886,0.25,81.946,4
55,Steal My Girl,FOUR (Deluxe),One Direction,2014-11-17,228133,80,0.536,0.00433,0.536,0.768,0.0,0.114,-5.948,0.0347,77.217,4
56,Riptide,Dream Your Life Away,Vance Joy,2014-09-08,204280,81,0.484,0.431,0.484,0.731,0.0,0.151,-6.694,0.0379,101.654,4
57,Loyal (feat. Lil Wayne & Tyga),X (Expanded Edition),Chris Brown,2014-09-16,264946,76,0.841,0.0168,0.841,0.522,1.37e-06,0.188,-5.963,0.049,99.059,4
58,A Sky Full of Stars,Ghost Stories,Coldplay,2014-05-19,268466,79,0.551,0.00713,0.551,0.636,0.00203,0.217,-7.125,0.0281,124.996,4
59,I Will Never Let You Down,I Will Never Let You Down,Rita Ora,2014-03-31,203466,68,0.753,0.403,0.753,0.801,0.0,0.128,-3.215,0.0296,128.011,4
60,Gecko (Overdrive) - Radio Edit,Gecko (Overdrive),Oliver Heldens,2014-06-03,165440,70,0.609,0.00521,0.609,0.885,1.15e-05,0.336,-5.469,0.0642,124.959,4
61,Blame (feat. John Newman),Motion,Calvin Harris,2014-10-31,212960,77,0.414,0.0287,0.414,0.857,0.00574,0.343,-4.078,0.0808,128.024,4
62,Don't,x (Deluxe Edition),Ed Sheeran,2014-06-21,219840,73,0.806,0.0113,0.806,0.608,0.0,0.635,-7.008,0.0659,95.049,4
63,I Got U,I Got U,Duke Dumont,2014-01-01,285596,70,0.636,0.00377,0.636,0.761,0.00784,0.0851,-7.752,0.035,120.837,4
64,Problem,My Everything (Deluxe),Ariana Grande,2014-08-25,193920,76,0.66,0.0192,0.66,0.805,8.83e-06,0.159,-5.352,0.153,103.008,4
65,Prayer in C - Robin Schulz Radio Edit,Prayer,Robin Schulz,2014-09-16,189399,69,0.76,0.0219,0.76,0.886,7.43e-06,0.623,-5.356,0.0258,123.002,4
66,Am I Wrong,Black Star Elephant,Nico & Vinz,2014,245866,74,0.729,0.175,0.729,0.675,1.58e-06,0.55,-6.003,0.0312,119.968,4
67,Money On My Mind,In The Lonely Hour,Sam Smith,2014-05-26,192670,67,0.688,0.204,0.688,0.841,0.000295,0.229,-5.217,0.179,133.912,4
68,Nobody To Love - Radio Edit,Nobody To Love,Sigma,2014-01-01,189720,62,0.441,0.000526,0.441,0.921,6.34e-06,0.177,-3.32,0.0436,175.001,4
69,My Love (feat. Jess Glynne),My Love (feat. Jess Glynne),Route 94,2014-02-28,259934,73,0.814,0.000132,0.814,0.622,0.72,0.0658,-7.573,0.0492,119.976,4
70,Hideaway,Sound Of A Woman,Kiesza,2014-10-21,251986,68,0.838,0.0862,0.838,0.72,0.00696,0.0772,-4.135,0.0483,122.993,4
71,Shake It Off,1989 (Deluxe),Taylor Swift,2014-01-01,219200,79,0.647,0.0647,0.647,0.8,0.0,0.334,-5.384,0.165,160.078,4
72,"Let It Go - From ""Frozen""/Soundtrack Version",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),Various Artists,2013-01-01,223840,76,0.543,0.558,0.543,0.485,0.0,0.12,-6.85,0.0305,136.961,4
73,Sing,x (Deluxe Edition),Ed Sheeran,2014-06-21,235382,70,0.818,0.304,0.818,0.67,1.22e-06,0.0601,-4.451,0.0472,119.988,4
74,Timber (feat. Ke$ha),Global Warming: Meltdown (Deluxe Version),Pitbull,2012,204160,80,0.581,0.0295,0.581,0.963,0.0,0.139,-4.087,0.0981,129.992,4
75,Ghost,Chapter One (Deluxe Version),Ella Henderson,2014-10-13,213213,68,0.68,0.0457,0.68,0.84,8.38e-06,0.143,-3.823,0.0415,104.985,4
76,Waves - Robin Schulz Radio Edit,Waves (Robin Schulz Radio Edit),Mr. Probz,2014-02-07,208133,79,0.829,0.00821,0.829,0.51,0.0014,0.0829,-9.334,0.0369,119.993,4
77,Rather Be (feat. Jess Glynne),Rather Be (feat. Jess Glynne),Clean Bandit,2014-01-17,227833,74,0.799,0.162,0.799,0.586,2.03e-06,0.193,-6.735,0.0377,120.97,4
78,Animals,V,Maroon 5,2014-09-02,231013,77,0.279,0.000185,0.279,0.742,0.0,0.593,-6.46,0.0898,189.868,4
79,Bang Bang,Sweet Talker (Deluxe Version),Jessie J,2014-10-14,199386,80,0.706,0.26,0.706,0.786,0.0,0.38,-3.417,0.091,150.028,4
80,I'm Not The Only One,In The Lonely Hour,Sam Smith,2014-05-26,239316,83,0.677,0.529,0.677,0.485,2.04e-05,0.0766,-5.795,0.0361,82.001,4
81,Budapest,Wanted on Voyage,George Ezra,2014-06-27,200720,73,0.714,0.0883,0.714,0.451,0.0,0.108,-8.268,0.0276,127.787,4
82,Elastic Heart,1000 Forms Of Fear,Sia,2014-07-04,257200,73,0.421,0.0117,0.421,0.791,1.48e-05,0.146,-4.998,0.0496,130.075,4
83,Photograph,x (Deluxe Edition),Ed Sheeran,2014-06-21,258986,85,0.614,0.607,0.614,0.379,0.000464,0.0986,-10.48,0.0476,107.989,4
84,Somebody,Somebody,Natalie La Rose,2014-01-06,189906,66,0.83,0.000792,0.83,0.52,1.25e-05,0.0656,-8.714,0.0376,104.99,4
85,Ugly Heart,G.R.L.,G.R.L.,2014-07-29,198306,67,0.65,0.019,0.65,0.786,0.0,0.323,-5.488,0.0463,124.96,4
86,Thinking out Loud,x (Deluxe Edition),Ed Sheeran,2014-06-21,281560,84,0.781,0.474,0.781,0.445,0.0,0.184,-6.061,0.0295,78.998,4
87,Bad (feat. Vassy) - Radio Edit,Lovers on the Sun EP,David Guetta,2014-06-30,170625,53,0.614,0.00125,0.614,0.972,0.0186,0.328,-3.927,0.088,127.966,4
88,Stolen Dance,Sadnecessary,Milky Chance,2014-06-20,313684,75,0.885,0.427,0.885,0.581,0.000204,0.0759,-8.813,0.0378,114.016,4
89,Jealous - Remix,Jealous (Remix),Nick Jonas,2014-11-05,222213,0,0.685,0.0132,0.685,0.709,0.0,0.452,-3.578,0.0748,93.047,4
90,Amnesia,5 Seconds Of Summer,5 Seconds of Summer,2014-06-27,237247,70,0.594,0.0343,0.594,0.497,0.0,0.162,-5.26,0.0303,101.668,4
91,Wrapped Up (feat. Travie McCoy),Never Been Better (Deluxe),Olly Murs,2014-11-21,185640,41,0.787,0.0915,0.787,0.848,0.0,0.15,-4.696,0.0549,121.989,4
92,Say Something,Is There Anybody Out There? - Track by Track Commentary,A Great Big World,2014-01-13,229400,73,0.407,0.857,0.407,0.147,2.89e-06,0.0913,-8.822,0.0355,141.284,3
93,Heroes (we could be),Heroes (we could be),Alesso,2014-09-15,209866,55,0.521,0.0373,0.521,0.754,0.0,0.239,-4.144,0.0634,125.876,4
94,Little Do You Know,It's About Us,Alex & Sierra,2014-10-06,185200,80,0.5,0.746,0.5,0.292,0.0,0.188,-8.554,0.0323,145.879,4
95,Break Free,My Everything (Deluxe),Ariana Grande,2014-08-22,214840,0,0.687,0.0064,0.687,0.702,4.35e-05,0.204,-5.324,0.0455,129.956,4
96,Hot N*gga,Hot N*gga,Bobby Shmurda,2014-07-25,194561,74,0.794,0.0505,0.794,0.51,1.81e-06,0.0562,-7.314,0.42,167.879,4
97,Summer,Summer,Calvin Harris,2014-04-30,224506,29,0.603,0.0215,0.603,0.861,0.043,0.1,-3.565,0.0325,127.962,4
98,Boom Clap,Boom Clap,Charli XCX,2014-06-16,169866,53,0.659,0.154,0.659,0.911,0.000304,0.191,-2.28,0.0786,91.999,4
99,First,Hold My Home,Cold War Kids,2014-10-31,200360,68,0.468,0.0202,0.468,0.692,2.39e-06,0.523,-4.015,0.0295,78.009,4
